paper_ref,arm,grid,long_link_medium,long_link_GBps,long_link_lat_ns,elec_GBps,port_GBps,ep,nodes,mb,cabling,walk,q,q_over_bdp,makespan_ms,rtos,drops,quotable,quotable_why,link_rate_fixed,binary_sha,source,note
medium_ablation,copper100,4x4,copper,100,400,1800,800,16,128,8,ep16_0_8_4.txt,cu16,266,0.50,125.110,714,215982,no,not the first qualifying rung of this walk,yes,483fd95,cliff_postfix.csv,"medium ablation on the paper's own 4x4 flattened butterfly: ONLY the distance->=2 intra-panel links change (384->100 GB/s, pad 300->400 ns). Electrical tier 1800 GB/s, ports 800 GB/s, placement, cabling and routing all unchanged. The 400 ns is a MODEL PAD raised from a model pad, not a measured copper propagation delay. Every rung is present; quotable marks the first zero-timeout rung. At EP=64 the two arms quote at DIFFERENT buffers (glass 8533, copper 4267), so compare at matched q as well."
medium_ablation,copper100,4x4,copper,100,400,1800,800,16,128,8,ep16_0_8_4.txt,cu16,533,1.00,99.393,0,0,yes,first zero-timeout rung (post-fix binary),yes,483fd95,cliff_postfix.csv,"medium ablation on the paper's own 4x4 flattened butterfly: ONLY the distance->=2 intra-panel links change (384->100 GB/s, pad 300->400 ns). Electrical tier 1800 GB/s, ports 800 GB/s, placement, cabling and routing all unchanged. The 400 ns is a MODEL PAD raised from a model pad, not a measured copper propagation delay. Every rung is present; quotable marks the first zero-timeout rung. At EP=64 the two arms quote at DIFFERENT buffers (glass 8533, copper 4267), so compare at matched q as well."
medium_ablation,copper100,4x4,copper,100,400,1800,800,16,128,8,ep16_0_8_4.txt,cu16,1066,2.00,99.393,0,0,no,not the first qualifying rung of this walk,yes,483fd95,cliff_postfix.csv,"medium ablation on the paper's own 4x4 flattened butterfly: ONLY the distance->=2 intra-panel links change (384->100 GB/s, pad 300->400 ns). Electrical tier 1800 GB/s, ports 800 GB/s, placement, cabling and routing all unchanged. The 400 ns is a MODEL PAD raised from a model pad, not a measured copper propagation delay. Every rung is present; quotable marks the first zero-timeout rung. At EP=64 the two arms quote at DIFFERENT buffers (glass 8533, copper 4267), so compare at matched q as well."
medium_ablation,copper100,4x4,copper,100,400,1800,800,16,128,8,ep16_0_8_4.txt,cu16,2133,4.00,99.393,0,0,no,not the first qualifying rung of this walk,yes,483fd95,cliff_postfix.csv,"medium ablation on the paper's own 4x4 flattened butterfly: ONLY the distance->=2 intra-panel links change (384->100 GB/s, pad 300->400 ns). Electrical tier 1800 GB/s, ports 800 GB/s, placement, cabling and routing all unchanged. The 400 ns is a MODEL PAD raised from a model pad, not a measured copper propagation delay. Every rung is present; quotable marks the first zero-timeout rung. At EP=64 the two arms quote at DIFFERENT buffers (glass 8533, copper 4267), so compare at matched q as well."
medium_ablation,copper100,4x4,copper,100,400,1800,800,16,128,8,ep16_0_8_4.txt,cu16,4267,8.00,99.393,0,0,no,not the first qualifying rung of this walk,yes,483fd95,cliff_postfix.csv,"medium ablation on the paper's own 4x4 flattened butterfly: ONLY the distance->=2 intra-panel links change (384->100 GB/s, pad 300->400 ns). Electrical tier 1800 GB/s, ports 800 GB/s, placement, cabling and routing all unchanged. The 400 ns is a MODEL PAD raised from a model pad, not a measured copper propagation delay. Every rung is present; quotable marks the first zero-timeout rung. At EP=64 the two arms quote at DIFFERENT buffers (glass 8533, copper 4267), so compare at matched q as well."
medium_ablation,copper100,4x4,copper,100,400,1800,800,16,128,8,ep16_0_8_4.txt,cu16,8533,16.00,99.393,0,0,no,not the first qualifying rung of this walk,yes,483fd95,cliff_postfix.csv,"medium ablation on the paper's own 4x4 flattened butterfly: ONLY the distance->=2 intra-panel links change (384->100 GB/s, pad 300->400 ns). Electrical tier 1800 GB/s, ports 800 GB/s, placement, cabling and routing all unchanged. The 400 ns is a MODEL PAD raised from a model pad, not a measured copper propagation delay. Every rung is present; quotable marks the first zero-timeout rung. At EP=64 the two arms quote at DIFFERENT buffers (glass 8533, copper 4267), so compare at matched q as well."
medium_ablation,copper50,4x4,copper,50,400,1800,800,16,128,8,ep16_0_8_4.txt,cu50_16,266,0.50,133.476,693,243199,no,not the first qualifying rung of this walk,yes,a168d64,cliff_postfix.csv,"medium ablation on the paper's own 4x4 flattened butterfly: ONLY the distance->=2 intra-panel links change (384->100 GB/s, pad 300->400 ns). Electrical tier 1800 GB/s, ports 800 GB/s, placement, cabling and routing all unchanged. The 400 ns is a MODEL PAD raised from a model pad, not a measured copper propagation delay. Every rung is present; quotable marks the first zero-timeout rung. At EP=64 the two arms quote at DIFFERENT buffers (glass 8533, copper 4267), so compare at matched q as well."
medium_ablation,copper50,4x4,copper,50,400,1800,800,16,128,8,ep16_0_8_4.txt,cu50_16,533,1.00,130.016,1,143,no,not the first qualifying rung of this walk,yes,a168d64,cliff_postfix.csv,"medium ablation on the paper's own 4x4 flattened butterfly: ONLY the distance->=2 intra-panel links change (384->100 GB/s, pad 300->400 ns). Electrical tier 1800 GB/s, ports 800 GB/s, placement, cabling and routing all unchanged. The 400 ns is a MODEL PAD raised from a model pad, not a measured copper propagation delay. Every rung is present; quotable marks the first zero-timeout rung. At EP=64 the two arms quote at DIFFERENT buffers (glass 8533, copper 4267), so compare at matched q as well."
medium_ablation,copper50,4x4,copper,50,400,1800,800,16,128,8,ep16_0_8_4.txt,cu50_16,1066,2.00,129.904,0,0,yes,first zero-timeout rung (post-fix binary),yes,a168d64,cliff_postfix.csv,"medium ablation on the paper's own 4x4 flattened butterfly: ONLY the distance->=2 intra-panel links change (384->100 GB/s, pad 300->400 ns). Electrical tier 1800 GB/s, ports 800 GB/s, placement, cabling and routing all unchanged. The 400 ns is a MODEL PAD raised from a model pad, not a measured copper propagation delay. Every rung is present; quotable marks the first zero-timeout rung. At EP=64 the two arms quote at DIFFERENT buffers (glass 8533, copper 4267), so compare at matched q as well."
medium_ablation,copper50,4x4,copper,50,400,1800,800,16,128,8,ep16_0_8_4.txt,cu50_16,2133,4.00,129.904,0,0,no,not the first qualifying rung of this walk,yes,a168d64,cliff_postfix.csv,"medium ablation on the paper's own 4x4 flattened butterfly: ONLY the distance->=2 intra-panel links change (384->100 GB/s, pad 300->400 ns). Electrical tier 1800 GB/s, ports 800 GB/s, placement, cabling and routing all unchanged. The 400 ns is a MODEL PAD raised from a model pad, not a measured copper propagation delay. Every rung is present; quotable marks the first zero-timeout rung. At EP=64 the two arms quote at DIFFERENT buffers (glass 8533, copper 4267), so compare at matched q as well."
